[2025-12-22 23:20:33] [INFO    ] discord.client: logging in using static token
[2025-12-22 23:20:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Crypto_Market_Analyzer', 'primary_guild': None, 'mfa_enabled': True, 'id': '1406366965580431481', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '2976', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '75b47914af10a0e8817a1b2e65d37ebc', 'resume_gateway_url': 'wss://gateway-us-east1-d.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1406364059049136240'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['newark', 'us-east', 'us-central', 'atlanta', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1406366965580431481', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-d-vg7b",{"micros":176168,"calls":["id_created",{"micros":545,"calls":[]},"session_lookup_time",{"micros":1151,"calls":[]},"session_lookup_finished",{"micros":11,"calls":[]},"discord-sessions-prd-2-129",{"micros":172759,"calls":["start_session",{"micros":162888,"calls":["discord-api-rpc-685f5fd59d-7t2qr",{"micros":76375,"calls":["get_user",{"micros":8855},"get_guilds",{"micros":11314},"send_scheduled_deletion_message",{"micros":14},"guild_join_requests",{"micros":283},"authorized_ip_coro",{"micros":11},"pending_payments",{"micros":527},"apex_experiments",{"micros":68871},"user_activities",{"micros":6},"played_application_ids",{"micros":5},"linked_users",{"micros":10}]}]},"starting_guild_connect",{"micros":30,"calls":[]},"presence_started",{"micros":840,"calls":[]},"guilds_started",{"micros":63,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":8899,"calls":[]},"connect_finished",{"micros":8907,"calls":[]},"build_ready",{"micros":28,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2025-12-22 23:20:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-22 23:20:34] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 75b47914af10a0e8817a1b2e65d37ebc).
[2025-12-22 23:20:34] [DEBUG   ] discord.client: Dispatching event connect
[2025-12-22 23:20:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'system_channel_id': '1406364059787591776', 'features': [], 'emojis': [], 'system_channel_flags': 0, 'application_command_counts': {}, 'discovery_splash': None, 'large': False, 'home_header': None, 'profile': None, 'splash': None, 'explicit_content_filter': 0, 'max_video_channel_users': 25, 'roles': [{'version': 1755373720828, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1406364059049136240', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1755375254131, 'unicode_emoji': None, 'tags': {'bot_id': '1406366965580431481'}, 'position': 1, 'permissions': '563259191577664', 'name': 'Crypto_Market_Analyzer', 'mentionable': False, 'managed': True, 'id': '1406370490561462436', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'region': 'deprecated', 'unavailable': False, 'icon': None, 'premium_subscription_count': 0, 'moderator_reporting': None, 'banner': None, 'max_members': 25000000, 'id': '1406364059049136240', 'verification_level': 0, 'name': 'CrytpoBot', 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'nsfw_level': 0, 'threads': [], 'member_count': 2, 'embedded_activities': [], 'rules_channel_id': None, 'stickers': [], 'voice_states': [], 'description': None, 'lazy': True, 'safety_alerts_channel_id': None, 'channels': [{'version': 1755373720839, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1406364059787591773', 'flags': 0}, {'version': 1755373720850, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1406364059787591775', 'flags': 0}, {'version': 1755456899095, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1406364059787591773', 'name': 'general', 'last_message_id': '1452696174636044401', 'id': '1406364059787591776', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1755373720887, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1406364059787591775', 'name': 'General', 'last_message_id': None, 'id': '1406364059787591777', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1755456899085, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1406364059787591773', 'name': 'announcements', 'last_message_id': '1407808054958886924', 'id': '1406712918590095421', 'flags': 0}], 'preferred_locale': 'en-US', 'premium_tier': 0, 'nsfw': False, 'soundboard_sounds': [], 'afk_timeout': 300, 'inventory_settings': None, 'owner_id': '353692175256780800', 'premium_progress_bar_enabled': False, 'mfa_level': 0, 'guild_scheduled_events': [], 'afk_channel_id': None, 'owner_configured_content_level': 0, 'application_id': None, 'incidents_data': None, 'vanity_url_code': None, 'presences': [], 'members': [{'user': {'username': 'Crypto_Market_Analyzer', 'public_flags': 0, 'primary_guild': None, 'id': '1406366965580431481', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2976', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1406370490561462436'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'premium_features': None, 'version': 1755456880529, 'public_updates_channel_id': None, 'stage_instances': [], 'default_message_notifications': 0, 'hub_type': None, 'max_stage_video_channel_users': 50, 'activity_instances': [], 'latest_onboarding_question_id': None}}
[2025-12-22 23:20:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-22 23:20:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '8726e52fea18fb1ff2be0f026defcbe7', 'members': [{'user': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'display_name': 'memorex', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1440174638930853956', 'expires_at': 1768507200, 'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0'}, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Crypto_Market_Analyzer', 'public_flags': 0, 'primary_guild': None, 'id': '1406366965580431481', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2976', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1406370490561462436'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1406364059049136240', 'chunk_index': 0, 'chunk_count': 1}}
[2025-12-22 23:20:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-22 23:20:34] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1406364059049136240.
[2025-12-22 23:20:36] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-12-22 23:20:36] [DEBUG   ] discord.client: Dispatching event ready
[2025-12-22 23:20:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-23T04:20:47.596000+00:00', 'pinned': False, 'nonce': '1452878574561263616', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1452878583965024421', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/cmd_help', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1440174638930853956', 'expires_at': 1768507200, 'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0'}, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-12-22 23:20:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-22 23:20:45] [DEBUG   ] discord.client: Dispatching event message
[2025-12-22 23:20:45] [DEBUG   ] discord.client: Dispatching event command
[2025-12-22 23:20:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-12-23T04:20:47.777000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-12-23T04:20:47.596000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1452878583965024421', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/cmd_help', 'components': [], 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1440174638930853956', 'expires_at': 1768507200, 'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0'}, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': []}, 'pinned': False, 'nonce': '15856025610435455226', 'message_reference': {'type': 0, 'message_id': '1452878583965024421', 'guild_id': '1406364059049136240', 'channel_id': '1406364059787591776'}, 'mentions': [{'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1440174638930853956', 'expires_at': 1768507200, 'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0'}, 'avatar': 'f486a11c866feefc022395cde19e9e08'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1406370490561462436'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1452878584724193474', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Welcome to the Crypto Market Analyzer Bot!\nHere are the commands you can use: \n/cmd_help - Show this help message\n/lookup <coin_name> - Get the current price of a cryptocurrency in USD\n\n**To be implemented with OpenAI:**\n/project <coin_name> <amount> <timeframe> - Get coin investment details over a specified timeframe', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'Crypto_Market_Analyzer', 'public_flags': 0, 'primary_guild': None, 'id': '1406366965580431481', 'global_name': None, 'display_name_styles': None, 'discriminator': '2976', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-12-22 23:20:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-22 23:20:45] [DEBUG   ] discord.client: Dispatching event message
[2025-12-22 23:20:45] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1406364059787591776/messages with {"content":"Welcome to the Crypto Market Analyzer Bot!\nHere are the commands you can use: \n/cmd_help - Show this help message\n/lookup <coin_name> - Get the current price of a cryptocurrency in USD\n\n**To be implemented with OpenAI:**\n/project <coin_name> <amount> <timeframe> - Get coin investment details over a specified timeframe\n","components":[],"nonce":"15856025610435455226","enforce_nonce":true,"message_reference":{"message_id":1452878583965024421,"channel_id":1406364059787591776,"guild_id":1406364059049136240},"tts":false} has returned 200
[2025-12-22 23:20:45] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-12-22 23:20:45] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1406364059787591776/messages has received {'type': 19, 'content': 'Welcome to the Crypto Market Analyzer Bot!\nHere are the commands you can use: \n/cmd_help - Show this help message\n/lookup <coin_name> - Get the current price of a cryptocurrency in USD\n\n**To be implemented with OpenAI:**\n/project <coin_name> <amount> <timeframe> - Get coin investment details over a specified timeframe', 'mentions': [{'id': '353692175256780800', 'username': 'memorex7668', 'avatar': 'f486a11c866feefc022395cde19e9e08', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 65514, 'global_name': 'memorex', 'avatar_decoration_data': {'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0', 'sku_id': '1440174638930853956', 'expires_at': 1768507200}, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#00ffea', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-23T04:20:47.777000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1452878584724193474', 'channel_id': '1406364059787591776', 'author': {'id': '1406366965580431481', 'username': 'Crypto_Market_Analyzer', 'avatar': None, 'discriminator': '2976', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15856025610435455226', 'message_reference': {'type': 0, 'channel_id': '1406364059787591776', 'message_id': '1452878583965024421', 'guild_id': '1406364059049136240'}, 'referenced_message': {'type': 0, 'content': '/cmd_help', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-23T04:20:47.596000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1452878583965024421', 'channel_id': '1406364059787591776', 'author': {'id': '353692175256780800', 'username': 'memorex7668', 'avatar': 'f486a11c866feefc022395cde19e9e08', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'memorex', 'avatar_decoration_data': {'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0', 'sku_id': '1440174638930853956', 'expires_at': 1768507200}, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2025-12-22 23:20:45] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-12-22 23:20:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-23T04:20:55.716000+00:00', 'pinned': False, 'nonce': '1452878608619012096', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1452878618022772847', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/lookup Bitcoin', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1440174638930853956', 'expires_at': 1768507200, 'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0'}, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-12-22 23:20:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-22 23:20:53] [DEBUG   ] discord.client: Dispatching event message
[2025-12-22 23:20:53] [DEBUG   ] discord.client: Dispatching event command
[2025-12-22 23:20:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-12-23T04:20:56.040000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-12-23T04:20:55.716000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1452878618022772847', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/lookup Bitcoin', 'components': [], 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1440174638930853956', 'expires_at': 1768507200, 'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0'}, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': []}, 'pinned': False, 'nonce': '12407377719005587046', 'message_reference': {'type': 0, 'message_id': '1452878618022772847', 'guild_id': '1406364059049136240', 'channel_id': '1406364059787591776'}, 'mentions': [{'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1440174638930853956', 'expires_at': 1768507200, 'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0'}, 'avatar': 'f486a11c866feefc022395cde19e9e08'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1406370490561462436'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1452878619381862461', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Bitcoin (BTC)', 'id': '1452878619381862462', 'fields': [{'value': '$88217.00', 'name': 'Current Price (USD)', 'inline': False}, {'value': '$1759146574534.00', 'name': 'Market Cap (USD)', 'inline': False}, {'value': '-0.70%', 'name': 'Price Change (24h)', 'inline': False}, {'value': '$126080.00', 'name': 'All Time High (USD)', 'inline': False}], 'description': 'Rank #1', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'Crypto_Market_Analyzer', 'public_flags': 0, 'primary_guild': None, 'id': '1406366965580431481', 'global_name': None, 'display_name_styles': None, 'discriminator': '2976', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-12-22 23:20:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-22 23:20:53] [DEBUG   ] discord.client: Dispatching event message
[2025-12-22 23:20:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1406364059787591776/messages with {"embeds":[{"fields":[{"inline":false,"name":"Current Price (USD)","value":"$88217.00"},{"inline":false,"name":"Market Cap (USD)","value":"$1759146574534.00"},{"inline":false,"name":"Price Change (24h)","value":"-0.70%"},{"inline":false,"name":"All Time High (USD)","value":"$126080.00"}],"flags":0,"type":"rich","description":"Rank #1","title":"Bitcoin (BTC)"}],"content":null,"components":[],"nonce":"12407377719005587046","enforce_nonce":true,"message_reference":{"message_id":1452878618022772847,"channel_id":1406364059787591776,"guild_id":1406364059049136240},"tts":false} has returned 200
[2025-12-22 23:20:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1406364059787591776/messages has received {'type': 19, 'content': '', 'mentions': [{'id': '353692175256780800', 'username': 'memorex7668', 'avatar': 'f486a11c866feefc022395cde19e9e08', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 65514, 'global_name': 'memorex', 'avatar_decoration_data': {'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0', 'sku_id': '1440174638930853956', 'expires_at': 1768507200}, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#00ffea', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Bitcoin (BTC)', 'description': 'Rank #1', 'fields': [{'name': 'Current Price (USD)', 'value': '$88217.00', 'inline': False}, {'name': 'Market Cap (USD)', 'value': '$1759146574534.00', 'inline': False}, {'name': 'Price Change (24h)', 'value': '-0.70%', 'inline': False}, {'name': 'All Time High (USD)', 'value': '$126080.00', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2025-12-23T04:20:56.040000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1452878619381862461', 'channel_id': '1406364059787591776', 'author': {'id': '1406366965580431481', 'username': 'Crypto_Market_Analyzer', 'avatar': None, 'discriminator': '2976', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12407377719005587046', 'message_reference': {'type': 0, 'channel_id': '1406364059787591776', 'message_id': '1452878618022772847', 'guild_id': '1406364059049136240'}, 'referenced_message': {'type': 0, 'content': '/lookup Bitcoin', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-23T04:20:55.716000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1452878618022772847', 'channel_id': '1406364059787591776', 'author': {'id': '353692175256780800', 'username': 'memorex7668', 'avatar': 'f486a11c866feefc022395cde19e9e08', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'memorex', 'avatar_decoration_data': {'asset': 'a_c12a5c953352c20bd6e63576e2cce3a0', 'sku_id': '1440174638930853956', 'expires_at': 1768507200}, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2025-12-22 23:20:53] [DEBUG   ] discord.client: Dispatching event command_completion
