[2025-08-16 22:00:56] [INFO    ] discord.client: logging in using static token
[2025-08-16 22:00:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Crypto_Market_Analyzer', 'primary_guild': None, 'mfa_enabled': True, 'id': '1406366965580431481', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '2976', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': 'e2a2dca995e80e358b7f2582200d8cf8', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1406364059049136240'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['newark', 'us-east', 'us-central', 'atlanta', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1406366965580431481', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-c-nkt4",{"micros":103846,"calls":["id_created",{"micros":633,"calls":[]},"session_lookup_time",{"micros":960,"calls":[]},"session_lookup_finished",{"micros":8,"calls":[]},"discord-sessions-prd-2-17",{"micros":101950,"calls":["start_session",{"micros":76658,"calls":["discord-api-rpc-7fd585b4c8-dcv26",{"micros":54873,"calls":["get_user",{"micros":6167},"get_guilds",{"micros":6030},"send_scheduled_deletion_message",{"micros":14},"guild_join_requests",{"micros":163},"authorized_ip_coro",{"micros":11},"pending_payments",{"micros":12081},"apex_experiments",{"micros":2439},"user_activities",{"micros":4},"played_application_ids",{"micros":21}]}]},"starting_guild_connect",{"micros":25,"calls":[]},"presence_started",{"micros":289,"calls":[]},"guilds_started",{"micros":90,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":24868,"calls":[]},"connect_finished",{"micros":24872,"calls":[]},"build_ready",{"micros":12,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-08-16 22:00:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-16 22:00:57] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: e2a2dca995e80e358b7f2582200d8cf8).
[2025-08-16 22:00:57] [DEBUG   ] discord.client: Dispatching event connect
[2025-08-16 22:00:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'system_channel_flags': 0, 'preferred_locale': 'en-US', 'latest_onboarding_question_id': None, 'system_channel_id': '1406364059787591776', 'channels': [{'version': 1755373720839, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1406364059787591773', 'flags': 0}, {'version': 1755373720850, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1406364059787591775', 'flags': 0}, {'version': 1755373720869, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1406364059787591773', 'name': 'general', 'last_message_id': '1406456696343101600', 'id': '1406364059787591776', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1755373720887, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1406364059787591775', 'name': 'General', 'last_message_id': None, 'id': '1406364059787591777', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'roles': [{'version': 1755373720828, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1406364059049136240', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1755375254131, 'unicode_emoji': None, 'tags': {'bot_id': '1406366965580431481'}, 'position': 1, 'permissions': '563259191577664', 'name': 'Crypto_Market_Analyzer', 'mentionable': False, 'managed': True, 'id': '1406370490561462436', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'incidents_data': None, 'application_id': None, 'profile': None, 'guild_scheduled_events': [], 'region': 'deprecated', 'members': [{'user': {'username': 'Crypto_Market_Analyzer', 'public_flags': 0, 'primary_guild': None, 'id': '1406366965580431481', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2976', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1406370490561462436'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'embedded_activities': [], 'soundboard_sounds': [], 'activity_instances': [], 'id': '1406364059049136240', 'presences': [], 'name': 'CrytpoBot', 'discovery_splash': None, 'banner': None, 'owner_configured_content_level': 0, 'public_updates_channel_id': None, 'large': False, 'threads': [], 'owner_id': '353692175256780800', 'premium_features': None, 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'mfa_level': 0, 'premium_progress_bar_enabled': False, 'description': None, 'max_video_channel_users': 25, 'unavailable': False, 'emojis': [], 'voice_states': [], 'member_count': 2, 'application_command_counts': {}, 'stage_instances': [], 'verification_level': 0, 'default_message_notifications': 0, 'explicit_content_filter': 0, 'rules_channel_id': None, 'max_members': 25000000, 'max_stage_video_channel_users': 50, 'premium_subscription_count': 0, 'features': [], 'hub_type': None, 'icon': None, 'stickers': [], 'home_header': None, 'afk_timeout': 300, 'afk_channel_id': None, 'nsfw': False, 'moderator_reporting': None, 'lazy': True, 'version': 1755373720902, 'premium_tier': 0, 'splash': None, 'safety_alerts_channel_id': None, 'inventory_settings': None, 'vanity_url_code': None, 'nsfw_level': 0}}
[2025-08-16 22:00:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-16 22:00:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '76829f267425bf40a9651836045a145b', 'members': [{'user': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'display_name': 'memorex', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Crypto_Market_Analyzer', 'public_flags': 0, 'primary_guild': None, 'id': '1406366965580431481', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2976', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1406370490561462436'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1406364059049136240', 'chunk_index': 0, 'chunk_count': 1}}
[2025-08-16 22:00:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-16 22:00:57] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1406364059049136240.
[2025-08-16 22:00:59] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-08-16 22:00:59] [DEBUG   ] discord.client: Dispatching event ready
[2025-08-16 22:01:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-17T02:01:12.476000+00:00', 'pinned': False, 'nonce': '1406457808634773504', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1406457809369043106', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/cmd_help', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-08-16 22:01:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-16 22:01:12] [DEBUG   ] discord.client: Dispatching event message
[2025-08-16 22:01:12] [DEBUG   ] discord.client: Dispatching event command
[2025-08-16 22:01:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-08-17T02:01:12.791000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-08-17T02:01:12.476000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1406457809369043106', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/cmd_help', 'components': [], 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': []}, 'pinned': False, 'nonce': '7865813660998895032', 'message_reference': {'type': 0, 'message_id': '1406457809369043106', 'guild_id': '1406364059049136240', 'channel_id': '1406364059787591776'}, 'mentions': [{'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f486a11c866feefc022395cde19e9e08'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1406370490561462436'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1406457810690244618', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Welcome to the Crypto Market Analyzer Bot!\nHere are the commands you can use: \n/cmd_help - Show this help message\n/curr_price <coin_name> - Get the current price of a cryptocurrency in USD', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'Crypto_Market_Analyzer', 'public_flags': 0, 'primary_guild': None, 'id': '1406366965580431481', 'global_name': None, 'display_name_styles': None, 'discriminator': '2976', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-08-16 22:01:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-16 22:01:12] [DEBUG   ] discord.client: Dispatching event message
[2025-08-16 22:01:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1406364059787591776/messages with {"content":"Welcome to the Crypto Market Analyzer Bot!\nHere are the commands you can use: \n/cmd_help - Show this help message\n/curr_price <coin_name> - Get the current price of a cryptocurrency in USD\n","components":[],"nonce":"7865813660998895032","enforce_nonce":true,"message_reference":{"message_id":1406457809369043106,"channel_id":1406364059787591776,"guild_id":1406364059049136240},"tts":false} has returned 200
[2025-08-16 22:01:12] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-08-16 22:01:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1406364059787591776/messages has received {'type': 19, 'content': 'Welcome to the Crypto Market Analyzer Bot!\nHere are the commands you can use: \n/cmd_help - Show this help message\n/curr_price <coin_name> - Get the current price of a cryptocurrency in USD', 'mentions': [{'id': '353692175256780800', 'username': 'memorex7668', 'avatar': 'f486a11c866feefc022395cde19e9e08', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 65514, 'global_name': 'memorex', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#00ffea', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-17T02:01:12.791000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1406457810690244618', 'channel_id': '1406364059787591776', 'author': {'id': '1406366965580431481', 'username': 'Crypto_Market_Analyzer', 'avatar': None, 'discriminator': '2976', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7865813660998895032', 'message_reference': {'type': 0, 'channel_id': '1406364059787591776', 'message_id': '1406457809369043106', 'guild_id': '1406364059049136240'}, 'referenced_message': {'type': 0, 'content': '/cmd_help', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-17T02:01:12.476000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1406457809369043106', 'channel_id': '1406364059787591776', 'author': {'id': '353692175256780800', 'username': 'memorex7668', 'avatar': 'f486a11c866feefc022395cde19e9e08', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'memorex', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2025-08-16 22:01:12] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-16 22:01:38] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2025-08-16 22:01:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-16 22:01:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-17T02:01:47.962000+00:00', 'pinned': False, 'nonce': '1406457957117329408', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1406457958207983626', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/curr_price dogecoin', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-08-16 22:01:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-16 22:01:48] [DEBUG   ] discord.client: Dispatching event message
[2025-08-16 22:01:48] [DEBUG   ] discord.client: Dispatching event command
[2025-08-16 22:01:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-08-17T02:01:48.590000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-08-17T02:01:47.962000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1406457958207983626', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/curr_price dogecoin', 'components': [], 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': []}, 'pinned': False, 'nonce': '14744059443744136095', 'message_reference': {'type': 0, 'message_id': '1406457958207983626', 'guild_id': '1406364059049136240', 'channel_id': '1406364059787591776'}, 'mentions': [{'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f486a11c866feefc022395cde19e9e08'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1406370490561462436'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T20:14:14.158000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1406457960841875516', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'The current price of dogecoin is $0.23 USD.', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'Crypto_Market_Analyzer', 'public_flags': 0, 'primary_guild': None, 'id': '1406366965580431481', 'global_name': None, 'display_name_styles': None, 'discriminator': '2976', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-08-16 22:01:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-16 22:01:48] [DEBUG   ] discord.client: Dispatching event message
[2025-08-16 22:01:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1406364059787591776/messages with {"content":"The current price of dogecoin is $0.23 USD.","components":[],"nonce":"14744059443744136095","enforce_nonce":true,"message_reference":{"message_id":1406457958207983626,"channel_id":1406364059787591776,"guild_id":1406364059049136240},"tts":false} has returned 200
[2025-08-16 22:01:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1406364059787591776/messages has received {'type': 19, 'content': 'The current price of dogecoin is $0.23 USD.', 'mentions': [{'id': '353692175256780800', 'username': 'memorex7668', 'avatar': 'f486a11c866feefc022395cde19e9e08', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 65514, 'global_name': 'memorex', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#00ffea', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-17T02:01:48.590000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1406457960841875516', 'channel_id': '1406364059787591776', 'author': {'id': '1406366965580431481', 'username': 'Crypto_Market_Analyzer', 'avatar': None, 'discriminator': '2976', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '14744059443744136095', 'message_reference': {'type': 0, 'channel_id': '1406364059787591776', 'message_id': '1406457958207983626', 'guild_id': '1406364059049136240'}, 'referenced_message': {'type': 0, 'content': '/curr_price dogecoin', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-17T02:01:47.962000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1406457958207983626', 'channel_id': '1406364059787591776', 'author': {'id': '353692175256780800', 'username': 'memorex7668', 'avatar': 'f486a11c866feefc022395cde19e9e08', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'memorex', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2025-08-16 22:01:48] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-16 22:02:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-17T02:02:00.849000+00:00', 'pinned': False, 'nonce': '1406458011534229504', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1406458012259848253', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/price trumpcoin', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-08-16 22:02:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-16 22:02:00] [DEBUG   ] discord.client: Dispatching event message
[2025-08-16 22:02:00] [DEBUG   ] discord.client: Dispatching event command_error
[2025-08-16 22:02:00] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "price" is not found
[2025-08-16 22:02:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-17T02:02:12.639000+00:00', 'pinned': False, 'nonce': '1406458060758581248', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:48:40.690000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1406458061710692433', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '/curr_price trumpcoin', 'components': [], 'channel_type': 0, 'channel_id': '1406364059787591776', 'author': {'username': 'memorex7668', 'public_flags': 0, 'primary_guild': None, 'id': '353692175256780800', 'global_name': 'memorex', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'f486a11c866feefc022395cde19e9e08'}, 'attachments': [], 'guild_id': '1406364059049136240'}}
[2025-08-16 22:02:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-16 22:02:12] [DEBUG   ] discord.client: Dispatching event message
[2025-08-16 22:02:12] [DEBUG   ] discord.client: Dispatching event command
